happen,	VBD,	happened,	come to pass;happen, occur, or be the case in the course of events or by chance;Santayana;chance to be or do something, without intention or causation;come into being; become reality;come upon, as if by accident; meet with
happen,	VBZ,	happens,	come to pass;happen, occur, or be the case in the course of events or by chance;Santayana;chance to be or do something, without intention or causation;come into being; become reality;come upon, as if by accident; meet with
happen,	VB,	happen,	come to pass;happen, occur, or be the case in the course of events or by chance;Santayana;chance to be or do something, without intention or causation;come into being; become reality;come upon, as if by accident; meet with
happen,	VBN,	happened,	come to pass;happen, occur, or be the case in the course of events or by chance;Santayana;chance to be or do something, without intention or causation;come into being; become reality;come upon, as if by accident; meet with
happen,	VBP,	happen,	come to pass;happen, occur, or be the case in the course of events or by chance;Santayana;chance to be or do something, without intention or causation;come into being; become reality;come upon, as if by accident; meet with
cow,	VB,	cow,	subdue, restrain, or overcome by affecting with a feeling of awe; frighten (as with threats
cow,	NN,	cow,	mature female of mammals of which the male is called `bull';a large unpleasant woman
cow,	NNS,	cows,	mature female of mammals of which the male is called `bull';a large unpleasant woman
oh,	UH,	oh,	--- No definition found for pos_key x ---
know,	VBP,	know,	be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about;know how to do or perform something;be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt;be familiar or acquainted with a person or an object;have firsthand knowledge of states, situations, emotions, or sensations;accept (someone;have fixed in the mind;have sexual intercourse with;know the nature or character of;be able to distinguish, recognize as being different;perceive as familiar
know,	VB,	know,	be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about;know how to do or perform something;be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt;be familiar or acquainted with a person or an object;have firsthand knowledge of states, situations, emotions, or sensations;accept (someone;have fixed in the mind;have sexual intercourse with;know the nature or character of;be able to distinguish, recognize as being different;perceive as familiar
know,	VBD,	knew,	be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about;know how to do or perform something;be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt;be familiar or acquainted with a person or an object;have firsthand knowledge of states, situations, emotions, or sensations;accept (someone;have fixed in the mind;have sexual intercourse with;know the nature or character of;be able to distinguish, recognize as being different;perceive as familiar
goodness,	NN,	goodness,	that which is pleasing or valuable or useful;moral excellence or admirableness
tractor,	NN,	tractor,	a wheeled vehicle with large wheels; used in farming and other applications;a truck that has a cab but no body; used for pulling large trailers or vans
wagon,	NN,	wagon,	any of various kinds of wheeled vehicles drawn by an animal or a tractor;van used by police to transport prisoners;a group of seven bright stars in the constellation Ursa Major;a child's four-wheeled toy cart sometimes used for coasting;a car that has a long body and rear door with space behind rear seat
wagon,	VB,	wagon,	--- No definition found for pos_key v ---
see,	VBP,	see,	perceive by sight or have the power to perceive by sight;perceive (an idea or situation;perceive or be contemporaneous with;imagine; conceive of; see in one's mind;deem to be;get to know or become aware of, usually accidentally;see or watch;come together;find out, learn, or determine with certainty, usually by making an inquiry or other effort;be careful or certain to do something; make certain of something;go to see for professional or business reasons;go to see for a social visit;go to see a place, as for entertainment;take charge of or deal with;receive as a specified guest;date regularly; have a steady relationship with;see and understand, have a good eye;deliberate or decide;observe as if with an eye;observe, check out, and look over carefully or inspect;undergo or live through a difficult experience;accompany or escort;match or meet;make sense of; assign a meaning to
see,	VB,	see,	perceive by sight or have the power to perceive by sight;perceive (an idea or situation;perceive or be contemporaneous with;imagine; conceive of; see in one's mind;deem to be;get to know or become aware of, usually accidentally;see or watch;come together;find out, learn, or determine with certainty, usually by making an inquiry or other effort;be careful or certain to do something; make certain of something;go to see for professional or business reasons;go to see for a social visit;go to see a place, as for entertainment;take charge of or deal with;receive as a specified guest;date regularly; have a steady relationship with;see and understand, have a good eye;deliberate or decide;observe as if with an eye;observe, check out, and look over carefully or inspect;undergo or live through a difficult experience;accompany or escort;match or meet;make sense of; assign a meaning to
see,	VBN,	seen,	perceive by sight or have the power to perceive by sight;perceive (an idea or situation;perceive or be contemporaneous with;imagine; conceive of; see in one's mind;deem to be;get to know or become aware of, usually accidentally;see or watch;come together;find out, learn, or determine with certainty, usually by making an inquiry or other effort;be careful or certain to do something; make certain of something;go to see for professional or business reasons;go to see for a social visit;go to see a place, as for entertainment;take charge of or deal with;receive as a specified guest;date regularly; have a steady relationship with;see and understand, have a good eye;deliberate or decide;observe as if with an eye;observe, check out, and look over carefully or inspect;undergo or live through a difficult experience;accompany or escort;match or meet;make sense of; assign a meaning to
see,	VBD,	saw,	perceive by sight or have the power to perceive by sight;perceive (an idea or situation;perceive or be contemporaneous with;imagine; conceive of; see in one's mind;deem to be;get to know or become aware of, usually accidentally;see or watch;come together;find out, learn, or determine with certainty, usually by making an inquiry or other effort;be careful or certain to do something; make certain of something;go to see for professional or business reasons;go to see for a social visit;go to see a place, as for entertainment;take charge of or deal with;receive as a specified guest;date regularly; have a steady relationship with;see and understand, have a good eye;deliberate or decide;observe as if with an eye;observe, check out, and look over carefully or inspect;undergo or live through a difficult experience;accompany or escort;match or meet;make sense of; assign a meaning to
see,	NN,	see,	the seat within a bishop's diocese where his cathedral is located
around,	RB,	around,	in the area or vicinity;by a circular or circuitous route;used of movement to or among many different places or in no particular direction;or about;in a circle or circular motion;(of quantities;in or to a reversed position or direction;to a particular destination either specified or understood;all around or on all sides;or about;in circumference;from beginning to end; throughout
around,	IN,	around,	--- No definition found for pos_key i ---
around,	RP,	around,	--- No definition found for pos_key x ---
good,	RB,	good,	(often used as a combining form;`good' is a nonstandard dialectal variant for `well';completely and absolutely (`good' is sometimes used informally for `thoroughly'
good,	JJ,	good,	having desirable or positive qualities especially those suitable for a thing specified;having the normally expected amount;morally admirable;deserving of esteem and respect;promoting or enhancing well-being;agreeable or pleasing;of moral excellence;having or showing knowledge and skill and aptitude;thorough;with or in a close or intimate relationship;financially safe;most suitable or right for a particular purpose;resulting favorably;exerting force or influence;or in force;capable of pleasing;appealing to the mind;in excellent physical condition;tending to promote physical well-being; beneficial to health;not forged;not left to spoil;generally admired
good,	NN,	good,	benefit;moral excellence or admirableness;that which is pleasing or valuable or useful;articles of commerce
good,	JJS,	best,	having desirable or positive qualities especially those suitable for a thing specified;having the normally expected amount;morally admirable;deserving of esteem and respect;promoting or enhancing well-being;agreeable or pleasing;of moral excellence;having or showing knowledge and skill and aptitude;thorough;with or in a close or intimate relationship;financially safe;most suitable or right for a particular purpose;resulting favorably;exerting force or influence;or in force;capable of pleasing;appealing to the mind;in excellent physical condition;tending to promote physical well-being; beneficial to health;not forged;not left to spoil;generally admired
good,	JJR,	better,	having desirable or positive qualities especially those suitable for a thing specified;having the normally expected amount;morally admirable;deserving of esteem and respect;promoting or enhancing well-being;agreeable or pleasing;of moral excellence;having or showing knowledge and skill and aptitude;thorough;with or in a close or intimate relationship;financially safe;most suitable or right for a particular purpose;resulting favorably;exerting force or influence;or in force;capable of pleasing;appealing to the mind;in excellent physical condition;tending to promote physical well-being; beneficial to health;not forged;not left to spoil;generally admired
noise,	NN,	noise,	sound of any kind (especially unintelligible or dissonant sound;the auditory experience of sound that lacks musical quality; sound that is a disagreeable auditory experience;electrical or acoustic activity that can disturb communication;a loud outcry of protest or complaint;incomprehensibility resulting from irrelevant information or meaningless facts or remarks;the quality of lacking any predictable order or plan
like,	VBP,	like,	prefer or wish to do something;find enjoyable or agreeable;be fond of;feel about or towards; consider, evaluate, or regard;want to have
like,	VB,	like,	prefer or wish to do something;find enjoyable or agreeable;be fond of;feel about or towards; consider, evaluate, or regard;want to have
like,	IN,	like,	--- No definition found for pos_key i ---
like,	JJ,	like,	resembling or similar; having the same or some of the same characteristics; often used in combination;equal in amount or value;having the same or similar characteristics;conforming in every respect
like,	VBZ,	likes,	prefer or wish to do something;find enjoyable or agreeable;be fond of;feel about or towards; consider, evaluate, or regard;want to have
want,	VBP,	want,	feel or have a desire for; want strongly;have need of;hunt or look for; want for a particular reason;wish or demand the presence of;be without, lack; be deficient in
want,	VB,	want,	feel or have a desire for; want strongly;have need of;hunt or look for; want for a particular reason;wish or demand the presence of;be without, lack; be deficient in
want,	VBD,	wanted,	feel or have a desire for; want strongly;have need of;hunt or look for; want for a particular reason;wish or demand the presence of;be without, lack; be deficient in
want,	VBZ,	wants,	feel or have a desire for; want strongly;have need of;hunt or look for; want for a particular reason;wish or demand the presence of;be without, lack; be deficient in
red,	JJ,	red,	of a color at the end of the color spectrum (next to orange;characterized by violence or bloodshed;(especially of the face;or crimson
red,	NN,	red,	red color or pigment; the chromatic color resembling the hue of blood;a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana;emotionally charged terms used to refer to extreme radicals or revolutionaries;the amount by which the cost of a business exceeds its revenue
blue,	JJ,	blue,	of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky;used to signify the Union forces in the American Civil War (who wore blue uniforms;filled with melancholy and despondency;characterized by profanity or cursing;suggestive of sexual impropriety;belonging to or characteristic of the nobility or aristocracy;morally rigorous and strict;causing dejection
blue,	NN,	blue,	blue color or pigment; resembling the color of the clear sky in the daytime;blue clothing;any organization or party whose uniforms or badges are blue;the sky as viewed during daylight;used to whiten laundry or hair or give it a bluish tinge;the sodium salt of amobarbital that is used as a barbiturate; used as a sedative and a hypnotic;any of numerous small butterflies of the family Lycaenidae
white,	JJ,	white,	a Caucasian;the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black;United States jurist appointed chief justice of the United States Supreme Court in 1910 by President Taft; noted for his work on antitrust legislation (1845-1921;Australian writer (1912-1990;United States political journalist (1915-1986;United States architect (1853-1906;United States writer noted for his humorous essays (1899-1985;United States educator who in 1865 (with Ezra Cornell;1832-1918;a tributary of the Mississippi River that flows southeastward through northern Arkansas and southern Missouri;the white part of an egg; the nutritive and protective gelatinous substance surrounding the yolk consisting mainly of albumin dissolved in water;(board games;(usually in the plural
white,	NN,	white,	a Caucasian;the quality or state of the achromatic color of greatest lightness (bearing the least resemblance to black;United States jurist appointed chief justice of the United States Supreme Court in 1910 by President Taft; noted for his work on antitrust legislation (1845-1921;Australian writer (1912-1990;United States political journalist (1915-1986;United States architect (1853-1906;United States writer noted for his humorous essays (1899-1985;United States educator who in 1865 (with Ezra Cornell;1832-1918;a tributary of the Mississippi River that flows southeastward through northern Arkansas and southern Missouri;the white part of an egg; the nutritive and protective gelatinous substance surrounding the yolk consisting mainly of albumin dissolved in water;(board games;(usually in the plural
yellow,	JJ,	yellow,	of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk;easily frightened;changed to a yellowish color by age;typical of tabloids;cowardly or treacherous;affected by jaundice which causes yellowing of skin etc
yellow,	NN,	yellow,	yellow color or pigment; the chromatic color resembling the hue of sunflowers or ripe lemons
make,	VB,	make,	engage in;give certain properties to something;make or cause to be or to become;cause to do; cause to act in a specified manner;give rise to; cause to happen or occur, not always intentionally;create or manufacture a man-made product;make, formulate, or derive in the mind;compel or make somebody or something to act in a certain way;create by artistic means;earn on some commercial or business transaction; earn as salary or wages;create or design, often in a certain way;to compose or represent;reach a goal;be or be capable of being changed or made into;make by shaping or bringing together constituents;perform or carry out;make by combining materials and parts;change from one form into another;act in a certain way so as to acquire;charge with a function; charge to be;achieve a point or goal;reach a destination, either real or abstract;institute, enact, or establish;carry out or commit;form by assembling individuals or constituents;organize or be responsible for;put in order or neaten;head into a specified direction;have a bowel movement;undergo fabrication or creation;be suitable for;add up to;amount to;constitute the essence of;appear to begin an activity;proceed along a path;reach in time;gather and light the materials for;prepare for eating by applying heat;induce to have sex;assure the success of;represent fictitiously, as in a play, or pretend to be or act like;consider as being;calculate as being;cause to be enjoyable or pleasurable;favor the development of;develop into;behave in a certain way;eliminate urine
make,	VBG,	making,	engage in;give certain properties to something;make or cause to be or to become;cause to do; cause to act in a specified manner;give rise to; cause to happen or occur, not always intentionally;create or manufacture a man-made product;make, formulate, or derive in the mind;compel or make somebody or something to act in a certain way;create by artistic means;earn on some commercial or business transaction; earn as salary or wages;create or design, often in a certain way;to compose or represent;reach a goal;be or be capable of being changed or made into;make by shaping or bringing together constituents;perform or carry out;make by combining materials and parts;change from one form into another;act in a certain way so as to acquire;charge with a function; charge to be;achieve a point or goal;reach a destination, either real or abstract;institute, enact, or establish;carry out or commit;form by assembling individuals or constituents;organize or be responsible for;put in order or neaten;head into a specified direction;have a bowel movement;undergo fabrication or creation;be suitable for;add up to;amount to;constitute the essence of;appear to begin an activity;proceed along a path;reach in time;gather and light the materials for;prepare for eating by applying heat;induce to have sex;assure the success of;represent fictitiously, as in a play, or pretend to be or act like;consider as being;calculate as being;cause to be enjoyable or pleasurable;favor the development of;develop into;behave in a certain way;eliminate urine
make,	VBP,	make,	engage in;give certain properties to something;make or cause to be or to become;cause to do; cause to act in a specified manner;give rise to; cause to happen or occur, not always intentionally;create or manufacture a man-made product;make, formulate, or derive in the mind;compel or make somebody or something to act in a certain way;create by artistic means;earn on some commercial or business transaction; earn as salary or wages;create or design, often in a certain way;to compose or represent;reach a goal;be or be capable of being changed or made into;make by shaping or bringing together constituents;perform or carry out;make by combining materials and parts;change from one form into another;act in a certain way so as to acquire;charge with a function; charge to be;achieve a point or goal;reach a destination, either real or abstract;institute, enact, or establish;carry out or commit;form by assembling individuals or constituents;organize or be responsible for;put in order or neaten;head into a specified direction;have a bowel movement;undergo fabrication or creation;be suitable for;add up to;amount to;constitute the essence of;appear to begin an activity;proceed along a path;reach in time;gather and light the materials for;prepare for eating by applying heat;induce to have sex;assure the success of;represent fictitiously, as in a play, or pretend to be or act like;consider as being;calculate as being;cause to be enjoyable or pleasurable;favor the development of;develop into;behave in a certain way;eliminate urine
make,	VBZ,	makes,	engage in;give certain properties to something;make or cause to be or to become;cause to do; cause to act in a specified manner;give rise to; cause to happen or occur, not always intentionally;create or manufacture a man-made product;make, formulate, or derive in the mind;compel or make somebody or something to act in a certain way;create by artistic means;earn on some commercial or business transaction; earn as salary or wages;create or design, often in a certain way;to compose or represent;reach a goal;be or be capable of being changed or made into;make by shaping or bringing together constituents;perform or carry out;make by combining materials and parts;change from one form into another;act in a certain way so as to acquire;charge with a function; charge to be;achieve a point or goal;reach a destination, either real or abstract;institute, enact, or establish;carry out or commit;form by assembling individuals or constituents;organize or be responsible for;put in order or neaten;head into a specified direction;have a bowel movement;undergo fabrication or creation;be suitable for;add up to;amount to;constitute the essence of;appear to begin an activity;proceed along a path;reach in time;gather and light the materials for;prepare for eating by applying heat;induce to have sex;assure the success of;represent fictitiously, as in a play, or pretend to be or act like;consider as being;calculate as being;cause to be enjoyable or pleasurable;favor the development of;develop into;behave in a certain way;eliminate urine
make,	VBD,	made,	engage in;give certain properties to something;make or cause to be or to become;cause to do; cause to act in a specified manner;give rise to; cause to happen or occur, not always intentionally;create or manufacture a man-made product;make, formulate, or derive in the mind;compel or make somebody or something to act in a certain way;create by artistic means;earn on some commercial or business transaction; earn as salary or wages;create or design, often in a certain way;to compose or represent;reach a goal;be or be capable of being changed or made into;make by shaping or bringing together constituents;perform or carry out;make by combining materials and parts;change from one form into another;act in a certain way so as to acquire;charge with a function; charge to be;achieve a point or goal;reach a destination, either real or abstract;institute, enact, or establish;carry out or commit;form by assembling individuals or constituents;organize or be responsible for;put in order or neaten;head into a specified direction;have a bowel movement;undergo fabrication or creation;be suitable for;add up to;amount to;constitute the essence of;appear to begin an activity;proceed along a path;reach in time;gather and light the materials for;prepare for eating by applying heat;induce to have sex;assure the success of;represent fictitiously, as in a play, or pretend to be or act like;consider as being;calculate as being;cause to be enjoyable or pleasurable;favor the development of;develop into;behave in a certain way;eliminate urine
make,	VBN,	made,	engage in;give certain properties to something;make or cause to be or to become;cause to do; cause to act in a specified manner;give rise to; cause to happen or occur, not always intentionally;create or manufacture a man-made product;make, formulate, or derive in the mind;compel or make somebody or something to act in a certain way;create by artistic means;earn on some commercial or business transaction; earn as salary or wages;create or design, often in a certain way;to compose or represent;reach a goal;be or be capable of being changed or made into;make by shaping or bringing together constituents;perform or carry out;make by combining materials and parts;change from one form into another;act in a certain way so as to acquire;charge with a function; charge to be;achieve a point or goal;reach a destination, either real or abstract;institute, enact, or establish;carry out or commit;form by assembling individuals or constituents;organize or be responsible for;put in order or neaten;head into a specified direction;have a bowel movement;undergo fabrication or creation;be suitable for;add up to;amount to;constitute the essence of;appear to begin an activity;proceed along a path;reach in time;gather and light the materials for;prepare for eating by applying heat;induce to have sex;assure the success of;represent fictitiously, as in a play, or pretend to be or act like;consider as being;calculate as being;cause to be enjoyable or pleasurable;favor the development of;develop into;behave in a certain way;eliminate urine
make,	NNS,	makes,	a recognizable kind;the act of mixing cards haphazardly
ball,	NNS,	balls,	round object that is hit or thrown or kicked in games;a solid projectile that is shot by a musket;an object with a spherical shape;the people assembled at a lavish formal dance;one of the two male reproductive glands that produce spermatozoa and secrete androgens;a spherical object used as a plaything;United States comedienne best known as the star of a popular television program (1911-1989;a compact mass;a lavish dance requiring formal attire;a more or less rounded anatomical body or mass;a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs;a pitch that is not in the strike zone
ball,	NN,	ball,	round object that is hit or thrown or kicked in games;a solid projectile that is shot by a musket;an object with a spherical shape;the people assembled at a lavish formal dance;one of the two male reproductive glands that produce spermatozoa and secrete androgens;a spherical object used as a plaything;United States comedienne best known as the star of a popular television program (1911-1989;a compact mass;a lavish dance requiring formal attire;a more or less rounded anatomical body or mass;a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs;a pitch that is not in the strike zone
help,	VB,	help,	give help or assistance; be of service;improve the condition of;be of use;abstain from doing; always used with a negative;help to some food; help with food or drink;contribute to the furtherance of;take or use;improve; change for the better
help,	NN,	help,	the activity of contributing to the fulfillment of a need or furtherance of an effort or purpose;a person who contributes to the fulfillment of a need or furtherance of an effort or purpose;a person or thing that is a resource that helps make something easier or possible to do;a means of serving
help,	VBZ,	helps,	give help or assistance; be of service;improve the condition of;be of use;abstain from doing; always used with a negative;help to some food; help with food or drink;contribute to the furtherance of;take or use;improve; change for the better
help,	VBP,	help,	give help or assistance; be of service;improve the condition of;be of use;abstain from doing; always used with a negative;help to some food; help with food or drink;contribute to the furtherance of;take or use;improve; change for the better
gonna,	VBG,	gonna,	--- No definition found for pos_key v ---
face,	NN,	face,	the front of the human head from the forehead to the chin and ear to ear;the feelings expressed on a person's face;the general outward appearance of something;the striking or working surface of an implement;a part of a person that is used to refer to a person;a surface forming part of the outside of an object;the part of an animal corresponding to the human face;the side upon which the use of a thing depends (usually the most prominent surface of an object;a contorted facial expression;a specific size and style of type within a type family;status in the eyes of others;impudent aggressiveness;a vertical surface of a building or cliff
face,	VB,	face,	deal with (something unpleasant;oppose, as in hostility or a competition;be oriented in a certain direction, often with respect to another reference point; be opposite to;be opposite;turn so as to face; turn the face in a certain direction;present somebody with something, usually to accuse or criticize;turn so as to expose the face;line the edge (of a garment;cover the front or surface of
something,	NN,	something,	--- No definition found for pos_key n ---
something,	RB,	something,	--- No definition found for pos_key a ---
xxx,	NN,	xxx,	the cardinal number that is the product of ten and three;(genetics
xxx,	NNP,	xxx,	the cardinal number that is the product of ten and three;(genetics
pretty,	JJ,	pretty,	pleasing by delicacy or grace; not imposing;(used ironically
pretty,	RB,	pretty,	to certain extent or degree
wrong,	RB,	wrong,	in an inaccurate manner
wrong,	JJ,	wrong,	not correct; not in conformity with fact or truth;contrary to conscience or morality or law;not appropriate for a purpose or occasion;not functioning properly;based on or acting or judging in error;not in accord with established usage or procedure;used of the side of cloth or clothing intended to face inward;badly timed;characterized by errors; not agreeing with a model or not following established rules
think,	VBP,	think,	judge or regard; look upon; judge;expect, believe, or suppose;use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments;recall knowledge from memory; have a recollection;imagine or visualize;focus one's attention on a certain state;have in mind as a purpose;decide by pondering, reasoning, or reflecting;ponder; reflect on, or reason about;dispose the mind in a certain way;have or formulate in the mind;be capable of conscious thought;bring into a given condition by mental preoccupation
think,	VBD,	thought,	judge or regard; look upon; judge;expect, believe, or suppose;use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments;recall knowledge from memory; have a recollection;imagine or visualize;focus one's attention on a certain state;have in mind as a purpose;decide by pondering, reasoning, or reflecting;ponder; reflect on, or reason about;dispose the mind in a certain way;have or formulate in the mind;be capable of conscious thought;bring into a given condition by mental preoccupation
think,	VB,	think,	judge or regard; look upon; judge;expect, believe, or suppose;use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments;recall knowledge from memory; have a recollection;imagine or visualize;focus one's attention on a certain state;have in mind as a purpose;decide by pondering, reasoning, or reflecting;ponder; reflect on, or reason about;dispose the mind in a certain way;have or formulate in the mind;be capable of conscious thought;bring into a given condition by mental preoccupation
think,	VBN,	thought,	judge or regard; look upon; judge;expect, believe, or suppose;use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments;recall knowledge from memory; have a recollection;imagine or visualize;focus one's attention on a certain state;have in mind as a purpose;decide by pondering, reasoning, or reflecting;ponder; reflect on, or reason about;dispose the mind in a certain way;have or formulate in the mind;be capable of conscious thought;bring into a given condition by mental preoccupation
call,	VB,	call,	assign a specified (usually proper;ascribe a quality to or give a name of a common noun that reflects a quality;get or try to get into communication (with someone;utter a sudden loud cry;order, request, or command to come;pay a brief visit;call a meeting; invite or command to meet;read aloud to check for omissions or absentees;send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message;utter a characteristic note or cry;stop or postpone because of adverse conditions, such as bad weather;greet, as with a prescribed form, title, or name;make a stop in a harbour;demand payment of (a loan;make a demand, as for a card or a suit or a show of hands;give the calls (to the dancers;indicate a decision in regard to;make a prediction about; tell in advance;require the presentation of for redemption before maturation;challenge (somebody;declare in the capacity of an umpire or referee;lure by imitating the characteristic call of an animal;order or request or give a command for;order, summon, or request for a specific duty or activity, work, role;utter in a loud voice or announce;challenge the sincerity or truthfulness of;consider or regard as being;rouse somebody from sleep with a call
call,	VBP,	call,	assign a specified (usually proper;ascribe a quality to or give a name of a common noun that reflects a quality;get or try to get into communication (with someone;utter a sudden loud cry;order, request, or command to come;pay a brief visit;call a meeting; invite or command to meet;read aloud to check for omissions or absentees;send a message or attempt to reach someone by radio, phone, etc.; make a signal to in order to transmit a message;utter a characteristic note or cry;stop or postpone because of adverse conditions, such as bad weather;greet, as with a prescribed form, title, or name;make a stop in a harbour;demand payment of (a loan;make a demand, as for a card or a suit or a show of hands;give the calls (to the dancers;indicate a decision in regard to;make a prediction about; tell in advance;require the presentation of for redemption before maturation;challenge (somebody;declare in the capacity of an umpire or referee;lure by imitating the characteristic call of an animal;order or request or give a command for;order, summon, or request for a specific duty or activity, work, role;utter in a loud voice or announce;challenge the sincerity or truthfulness of;consider or regard as being;rouse somebody from sleep with a call
call,	NN,	call,	a telephone connection;a special disposition (as if from a divine source;a loud utterance; often in protest or opposition;the characteristic sound produced by a bird;a brief social visit;a demand by a broker that a customer deposit enough to bring his margin up to the minimum requirement;a demand for a show of hands in a card game;a request;an instruction that interrupts the program being executed;a visit in an official or professional capacity;(sports;the option to buy a given stock (or stock index or commodity future
call,	JJ,	call,	--- No definition found for pos_key j ---
